film_uri,rank,neighbour_key,neighbour_title,neighbour_year,neighbour_rating,neighbour_tmdb_id,neighbour_poster,share,neighbour_sensitive
https://boxd.it/2E8W,2,Gulliver's Travels (2010),Gulliver's Travels,2010,1.5,38745.0,/6NoEtuTwZ04luk5H2DpT5ivW7Mg.jpg,0.033301573,False
https://boxd.it/2E8W,3,The House (2017),The House,2017,4.0,345914.0,/hkmWkVgirei79bwds23Hr0lWSXS.jpg,0.032124534,False
https://boxd.it/2E8W,4,The Out-Laws (2023),The Out-Laws,2023,0.5,921636.0,/5dliMQ2ODbGNoq0hlefdnuXQxMw.jpg,0.029451033,False
https://boxd.it/2E8W,5,You're Cordially Invited (2025),You're Cordially Invited,2025,1.5,996821.0,/muXnwAdVdEEktto0NBNMyqK3uQH.jpg,0.027878828,False
https://boxd.it/43bI,1,Obsession (2025),Obsession,2025,4.0,1339713.0,/bRwnj8WEKBCvmfeUNOukJPwB43K.jpg,0.03821918,False
https://boxd.it/43bI,2,Spider-Man: Brand New Day (2026),Spider-Man: Brand New Day,2026,3.5,969681.0,/bjiS5ipwxb9JFy3XRRN4OAilSeX.jpg,0.034443066,False
https://boxd.it/43bI,3,Mortal Kombat II (2026),Mortal Kombat II,2026,2.0,931285.0,/hwRdDFIhaEmpRgoki805YvyyjZf.jpg,0.03366794,False
https://boxd.it/43bI,4,Mayday (2026),Mayday,2026,2.0,1137844.0,/hVXjX1jLZ1ljFSNGXpjJfbTUOa7.jpg,0.033416737,False
https://boxd.it/43bI,5,The Mandalorian and Grogu (2026),The Mandalorian and Grogu,2026,2.5,1228710.0,/uwMKWjcNID0D9jjplsjkQS2OrB4.jpg,0.03022205,False
https://boxd.it/3SNm,1,Bridesmaids (2011),Bridesmaids,2011,4.0,55721.0,/gJtA7hYsBMQ7EM3sPBMUdBfU7a0.jpg,0.030216398,False
https://boxd.it/3SNm,2,Monsters vs Aliens (2009),Monsters vs Aliens,2009,3.5,15512.0,/hpHarddVj34j53T7NsoUGdKj4mP.jpg,0.027366579,False
https://boxd.it/3SNm,3,Ticket to Paradise (2022),Ticket to Paradise,2022,3.0,800939.0,/1tzERH50P5c2mFWtLbgixzLZS1L.jpg,0.025651883,False
https://boxd.it/3SNm,4,27 Dresses (2008),27 Dresses,2008,2.5,6557.0,/rEfourJfgEyKiewwH8ZkUYt9AqE.jpg,0.024595667,False
https://boxd.it/3SNm,5,Percy Jackson & the Olympians: The Lightning Thief (2010),Percy Jackson & the Olympians: The Lightning Thief,2010,3.5,32657.0,/brzpTyZ5bnM7s53C1KSk1TmrMO6.jpg,0.024338903,False
https://boxd.it/1Q1m,1,The Last Sunrise (2026),The Last Sunrise,2026,2.5,1516698.0,/3PWJqDfygN0YNNjWsDUOXclCp3h.jpg,0.02873974,False
https://boxd.it/1Q1m,2,Don't Worry Darling (2022),Don't Worry Darling,2022,2.0,619730.0,/wjAJWfuE5OQm5zerlOAbTxdHFMV.jpg,0.026328558,False
https://boxd.it/1Q1m,3,Nobody 2 (2025),Nobody 2,2025,2.0,1007734.0,/svXVRoRSu6zzFtCzkRsjZS7Lqpd.jpg,0.024328258,False
https://boxd.it/1Q1m,4,The Rocky Horror Picture Show (1975),The Rocky Horror Picture Show,1975,1.5,36685.0,/3pyE6ZqDbuJi7zrNzzQzcKTWdmN.jpg,0.023214582,False
https://boxd.it/1Q1m,5,M3GAN (2022),M3GAN,2022,4.0,536554.0,/d9nBoowhjiiYc4FBNtQkPY7c11H.jpg,0.019685114,False
